programming,ocean,clothing,domestic_work,achievement,sound,fashion,medical_emergency,poor,vehicle,wedding,rage,hate,gain,communication,hygiene,exercise,shopping,ugliness,movement,technology,toy,youth,leisure,love,exasperation,vacation,lust,beauty,hearing,emotional,pet,payment,party,blue_collar_job,wealthy,alcohol,night,swimming,celebration,ridicule,science,neglect,philosophy,dispute,anonymity,government,driving,masculine,anger,stealing,violence,medieval,fun,school,ship,office,sympathy,superhero,negative_emotion,banking,divine,disgust,home,death,tool,dominant_heirarchical,competing,military,war,cleaning,aggression,zest,politics,body,meeting,power,plant,smell,cold,noise,deception,sleep,politeness,health,social_media,warmth,furniture,messaging,valuable,order,positive_emotion,disappointment,art,help,writing,strength,family,religion,surprise,farming,rural,fabric,fight,suffering,work,sports,optimism,legend,business,money,reading,internet,envy,horror,appearance,fire,weakness,independence,water,car,negotiate,shape_and_size,fear,magic,joy,dominant_personality,sexual,royalty,torment,children,college,sadness,dance,musical,phone,occupation,computer,worship,listen,childish,irritability,tourism,swearing_terms,urban,leader,friends,weapon,feminine,attractive,terrorism,animal,hiking,trust,timidity,morning,giving,hipster,speaking,crime,weather,healing,liquid,affection,cheerfulness,pride,nervousness,kill,breaking,exotic,prison,traveling,eating,injury,journalism,pain,shame,sailing,economics,music,air_travel,monster,real_estate,anticipation,play,confusion,white_collar_job,beach,heroic,contentment,restaurant,ancient,cooking,law
-0.03255317,-0.011772534,-0.03345447,-0.014247005,-0.02342231,-0.011376782,-0.03626599,-0.03527402,-0.02898431,-0.018791499,-0.03109337,-0.014538889,-0.02327569,-0.026446488,-0.032578178,-0.034614254,-0.008826545,-0.02210784,0.00081403804,-0.010779521,-0.030350255,-0.026245832,-0.035594948,-0.017123837,-0.030155795,-0.0070110983,-0.01093729,-0.024642913,-0.009066173,-0.01729224,-0.0204827,-0.030425644,-0.03450197,-0.020240838,-0.026741454,-0.03235164,-0.022062624,-0.015623551,-0.004991411,-0.02419044,-0.025339715,-0.02465557,-0.015806597,-0.031211454,-0.020129101,-0.044675536,-0.017465003,-0.017281013,-0.0052058883,-0.012390889,-0.014338246,-0.024591222,-0.028274948,-0.010539375,-0.022027701,-0.018917663,-0.02916486,-0.035848472,-0.019703561,-0.017526317,-0.033117987,-0.011352365,-0.007960517,-0.022575771,-0.030359704,-0.036168978,-0.023751318,-0.014532302,-0.016734801,-0.022622753,-0.020484691,-0.016858771,-0.019750174,-0.007955829,-0.036289014,-0.03260492,-0.015872378,-0.005662869,-0.028875483,-0.03156091,-0.01789926,-0.015444994,-0.020430116,-0.046395656,-0.0180359,-0.03674466,-0.024805972,-0.026962403,-0.037011586,-0.029903365,-0.022831233,-0.030931436,-0.009833899,-0.0058770776,-0.03932424,-0.03075062,-0.023437446,-0.037372056,-0.015183435,-0.017562639,0.0016692242,0.014802199,-0.029904228,-0.027960686,-0.019070199,-0.03349414,-0.012404224,-0.02009804,-0.017084574,-0.028139846,-0.03681401,-0.019836275,-0.029172845,-0.009018314,-0.014211294,-0.019500691,-0.031674106,-0.02487767,-0.028467404,-0.014842732,-0.022641655,-0.02658167,-0.0064652264,-0.02218087,-0.02369912,-0.021507777,-0.014290281,-0.01694677,-0.021678928,-0.018904516,-0.03418433,-0.022759838,-0.015897712,-0.012853942,-0.018366994,-0.030180447,-0.026818655,-0.030462774,-0.017797425,-0.016946692,-0.029085895,-0.00044967094,0.0019613013,0.0067690704,-0.0047983998,-0.022035092,-0.035898227,-0.022346476,-0.03830826,-0.016175391,-0.023588622,-0.036799382,-0.015967695,-0.03527463,-0.0133848265,-0.02360016,-0.05108591,-0.013173536,-0.033328317,-0.014068004,-0.03264429,-0.0325742,-0.035671372,-0.03129261,-0.019132903,-0.022032449,-0.014344278,-0.027469132,-0.028343912,0.0038926369,-0.018059213,-0.008767945,-0.026164085,-0.028854111,-0.030246546,-0.023459606,-0.024553921,-0.012360301,-0.028305536,-0.017324803,-0.012265202,-0.019212427,-0.019686753,-0.013709267,-0.021343978,-0.005734362,-0.024490636,-0.003464496,-0.024754316,-0.027389174,-0.023519093,-0.018729003,-0.019478176,-0.01768047
0.031687494,0.0254425,0.05251371,0.037805278,0.05881161,0.01125144,0.048901822,0.03696367,0.058353744,0.04756812,0.05178985,0.041427687,0.04255176,0.06468675,0.03938233,0.019494066,0.04004447,0.038746364,0.032707322,0.016776543,0.021047592,0.028350336,0.039377786,0.023776444,0.042016745,0.033061534,0.029422866,0.025182799,0.028279128,0.024448615,0.045367546,0.049691655,0.06775084,0.036242176,0.044468995,0.04992103,0.013763236,0.05274837,0.026067222,0.033782475,0.029901074,0.032765307,0.03632584,0.037882436,0.042032044,0.042105466,0.037925772,0.041491434,0.040086824,0.033136774,0.039868727,0.028267805,0.04896408,0.018734101,0.03892143,0.028215885,0.033575475,0.0488101,0.044415046,0.040139172,0.062238704,0.04666607,0.032509085,0.039342348,0.06687836,0.0141212195,0.036429904,0.04469009,0.037208404,0.04977881,0.03030619,0.04364195,0.050337944,0.035249576,0.03639764,0.04671338,0.048459567,0.03374651,0.008752017,0.023500357,0.0067705032,0.046875533,0.044367064,0.0519072,0.029610496,0.0075565763,0.027387794,0.041089784,0.024623452,0.06999902,0.032444604,0.050348856,0.025169568,0.019835165,0.043954924,0.04359541,0.049313795,0.048199836,0.045253612,0.04234554,0.029143058,0.027094696,0.05103965,0.04502807,0.045244895,0.033420544,0.03205786,0.04956831,0.055138957,0.036741473,0.06872934,0.04891381,0.022929557,0.03706738,0.040561277,0.045697484,0.03156374,0.039929323,0.05395549,0.02203013,0.04469438,0.05526654,0.0455539,0.03683529,0.047474805,0.051579632,0.044724006,0.041625503,0.047537047,0.038578387,0.047511257,0.041080788,0.03925939,0.016688585,0.012408953,0.02962336,0.031233655,0.025956845,0.045303922,0.01968872,0.04027113,0.027005874,0.021505773,0.03484637,0.027704088,0.031152355,0.04357685,0.052489787,0.03738421,0.04202031,0.048852425,0.047082826,0.037770145,0.043151036,0.034024846,0.033577055,0.061920922,0.037929464,0.04365015,0.047193076,0.031162396,0.044067062,0.018721778,0.036466032,0.044587977,0.058126666,0.034339122,0.052444436,0.02362564,0.022205083,0.036438435,0.03724803,0.02132909,0.030618854,0.05122681,0.02276463,0.027493795,0.026105085,0.056295767,0.01367354,0.03295414,0.04846942,0.045961358,0.04223727,0.024134206,0.028750338,0.02896477,0.02512708,0.057417322,0.027560683,0.045796283,0.035401996,0.026826367,0.042928297
-0.006885289,0.0111758625,-0.0058633764,0.000317274,-0.007909923,0.0068325778,0.0075026723,0.006067761,-0.023121638,-0.0065276357,0.0024702535,-0.009664188,0.0064129103,-0.0154542625,0.00087163656,0.015017616,0.0023624776,-0.015600423,0.0070589217,-0.0005318285,-0.010052256,-0.015681636,-0.003503679,-0.005657026,0.009270386,-0.014456904,-0.0024429648,0.0016205513,0.0049477313,-0.0071945474,0.00315903,0.0039351624,-0.024165448,-0.002658347,-0.009260236,-0.024016539,-0.022294663,-0.007754054,0.008471216,-0.0056258678,-0.009687421,-0.008818241,-0.0034944988,-0.0015586289,-0.012787256,-0.011721539,-0.009918858,-0.009522094,0.0013414298,-0.0035556734,-0.013706551,-0.015031352,-0.019678485,-0.0019806419,-0.007175627,-0.0011929028,-0.016828494,0.006237654,-0.017706169,0.002035651,-0.033065803,0.0017059199,-0.0039013792,-0.0024538203,0.0013052495,-0.016783133,-0.0070768287,-0.0094275465,0.0020514815,-0.008551,0.016362607,-0.012223249,-0.002850058,-0.003981661,-0.008922165,-0.002381637,-0.0053975764,-0.00420051,-0.0011883315,0.005265668,0.014731683,0.005919376,-0.008019536,0.008087,0.0062695425,-0.024400309,-0.006231849,-0.012740104,-0.0046097636,-0.029172562,-0.0061247093,-0.0024143748,-0.0055010687,0.0012668704,-0.0041994727,-0.0139455935,-0.013325531,-0.013403469,0.002666563,-0.0046749627,-0.0045907414,-0.0037946694,-0.0048641963,-0.00794188,-0.0007622598,-0.015111114,-0.006270561,-0.00283869,-0.021907445,-0.017168319,-0.026804462,-0.0025106869,-0.010816105,0.0049389377,-0.009464531,0.0040896498,-0.0053555965,-8.031269e-05,-0.0192526,0.0142756,-0.012047152,-0.021483172,-0.025239667,-0.0105861975,-0.010684849,-0.0007907806,-0.017926227,0.003797103,-0.011642734,-0.0068676146,-0.012718936,-0.0077823736,0.00010306698,-0.008896108,-0.003297432,-0.011986276,-0.0050765853,-0.017312337,0.003150104,4.018473e-06,-0.0026844365,-0.011394203,-0.0029495975,0.0030511557,-0.010692978,0.0025593608,-0.0036219168,-0.017883409,0.006823425,0.0015951794,-0.008486701,-0.0035093108,-0.0038720842,-0.0014241193,-0.0041011935,-0.009456406,-0.0049417126,0.009688985,-0.0005734952,-0.01119442,0.013867695,0.010664019,-0.0013354921,0.0099370545,-0.0039270343,-0.0072376495,-0.006839774,-0.016839126,0.0020913286,-0.0049046227,-0.0072092367,-0.0047163195,-0.0136274025,-0.012431383,-0.019018708,-0.004549523,-0.00024121103,0.0072060674,-0.023743052,-0.0031344632,-0.014508946,-0.02478316,-0.014189653,-0.0069808005,-0.014249395,-0.00065135694,-0.008293146,0.005100892,-0.017260635,0.0036966011,-0.010320841,-0.021304583,-0.017308949,-0.011209848
0.017853234,0.013527276,0.035782173,0.0385982,0.0017314809,0.017882952,0.021853074,0.041773237,0.020563947,0.023496177,0.017681172,0.026162146,0.017566277,0.015544754,0.022350308,0.042053346,0.02318805,0.02814494,0.04621693,0.012366043,0.012738032,0.00058928,0.010473157,0.017453244,0.025922595,0.022785852,0.012930877,0.030430699,0.012299623,0.011506366,0.015938751,0.018198151,0.019317595,0.01975636,0.01814422,0.027111067,0.038095616,0.024558144,0.008847569,0.017447658,-0.0020440777,0.01698664,0.016418159,0.02792926,0.01414784,0.041230425,0.02723515,0.017801551,0.01661351,0.026849212,0.022574982,0.017710133,0.011145632,0.013044682,0.013240034,0.017393116,0.009696586,0.027770348,0.030395884,0.023852754,0.022331845,0.04257745,0.026797066,0.03809505,0.029392032,0.015107864,0.027101602,0.0023080208,0.02942125,0.02352695,0.042221315,0.02692826,0.014144675,0.030583045,0.014446641,0.020930674,0.025260016,0.022620214,0.031180333,0.0412921,0.018062608,0.00015118468,0.03338108,0.011679624,0.038359497,0.004779268,0.035899315,0.02843575,0.020382838,0.02627979,0.014293271,0.013351645,0.019945774,0.011185798,0.01811128,0.025913863,0.02748304,0.022311071,0.027430363,0.016013218,0.015377527,0.018961499,0.020766357,0.017206479,0.026243733,0.015476205,0.0075126174,0.016724985,0.033355735,0.025560994,0.020185994,0.028089285,0.01807882,0.023851039,0.017467503,0.02708493,0.036313947,0.021301135,0.029442262,0.012366009,0.016056223,0.01687379,0.018142367,0.016463846,0.030817052,0.028671766,0.010706105,0.04188719,0.014013109,0.0194277,0.01858726,0.010372352,0.02445723,0.0023571304,-0.004289974,0.010658454,0.027429849,0.0077018025,0.032677807,0.008825428,0.009501728,0.028773934,0.013807951,0.030351603,0.027271481,0.028301995,0.010461029,0.025173506,0.019124005,0.022848677,0.02305567,0.028741308,0.019569116,0.0085871,0.026842594,0.061840493,0.009906227,0.023274904,0.016957765,0.02863662,0.03927698,0.038986277,0.03300676,0.027079739,0.014390033,0.012427021,0.020467125,0.02927909,0.01285095,0.014401429,0.030109264,0.022787763,0.0385609,0.019558923,0.039287403,0.018022723,0.02460212,0.015756518,0.019554751,-0.00070940214,0.017836515,0.038461547,0.020736061,0.021682436,-0.007907032,0.03162625,0.026336834,0.018058559,0.012868367,0.019393604,0.029317366,0.008967795,0.03400682,0.028124949
-0.019032473,-0.014264202,-0.0023525418,-0.019354252,-0.023859838,-0.03712467,-0.018369114,-0.0068085296,-0.014479927,-0.0197472,-0.04171698,-0.021958034,-0.001031851,-0.022687163,-0.009269489,0.008326301,-0.03052887,-0.022060752,-0.010509149,-0.022319388,-0.028985148,-0.02926999,-0.01612478,-0.039808854,0.0060646473,-0.022130841,-0.017542567,-0.0009013018,-0.010870164,-0.030776717,-0.012715223,-0.018225892,-0.026569134,-0.027835034,-0.02540588,-0.0317362,-0.016871633,-0.006837764,-0.022368003,-0.03961087,-0.012399048,-0.019816415,-0.008031969,-0.020399258,-0.02200292,0.004091151,-0.024174558,-0.01568087,-0.0025002672,-0.02017689,-0.018033192,-0.021505507,-0.03803836,-0.03561886,-0.024679987,-0.018148003,-0.033033594,-0.001145356,-0.024953954,-0.01355726,-0.026314477,0.004886074,-0.015517154,-0.020811846,-0.0075474223,-0.046509035,-0.014408373,-0.03188417,-0.01247393,-0.023005433,0.006537987,-0.019140804,-0.009756945,-0.01192551,-0.035225455,-0.028137902,-0.02363191,-0.0034073254,-0.018657438,0.00038035182,-0.037928935,-0.012367452,-0.013975608,-0.010748834,-0.011813528,-0.012082765,-0.009474743,-0.0073493947,-0.014352282,-0.019393198,-0.03285064,-0.0055472967,-0.016810546,-0.036144037,-0.011702254,-0.018981094,-0.014265947,-0.020605564,-0.0066084825,-0.010906103,-0.006532136,-0.00064217905,-0.0075053065,-0.026999125,-0.010806814,-0.025380539,-0.027864475,-0.0038189497,-0.03483288,-0.029655974,-0.023700494,-0.024044892,-0.022502478,-0.0017158546,-0.012600429,-0.013131738,-0.004796973,-0.010056504,-0.008977765,-0.011534961,-0.016970003,-0.028537897,0.0010136209,-0.017232932,-0.040234562,-0.008906095,-0.014146907,0.0019373025,-0.025085503,-0.011662378,-0.021094488,-0.020081254,-0.009865486,-0.045377575,-0.05691525,-0.02765775,-0.023431974,-0.024089009,-0.007045946,-0.038538165,-0.02307549,-0.016159989,-0.020000707,-0.013814842,-0.03074711,-0.01564915,-0.0076086842,-0.019609239,-0.023877662,-0.007035342,-0.011883438,-0.028852375,-0.013049334,-0.00052309,-0.008795953,0.0041811,-0.018203206,-0.008323181,-0.029158073,-0.012975462,-0.00047013737,-0.015461574,0.0039989813,-0.0034940478,-0.015655054,-0.009393889,-0.015071633,-0.019447114,-0.026246047,-0.02135867,-0.010841644,-0.014681769,-0.035025556,-0.024913244,-0.0059625558,-0.024161207,-0.0034988888,-0.015664319,-0.028050339,-0.052655485,-0.0045192963,-0.031175226,-0.03157091,-0.01570546,-0.03552141,-0.003019071,-0.028612949,-0.012490315,-0.022384256,-0.01061805,-0.029516166,-0.036885817,-0.03194274,-0.02749336
-0.014352954,-0.028842835,-0.010516641,-0.011886062,0.009120083,-0.0052296896,-0.015991388,-0.012869062,-0.010031443,-0.012809916,-0.0090380665,-0.0038214384,-0.013760137,0.009171813,-0.0075929468,-0.0015902979,-0.002668575,-0.010342789,-0.022906229,0.00048008256,-0.011602632,0.007128512,-0.022996996,-0.008633908,-0.0055289427,-0.0049528,-0.022753708,-0.0096361535,-0.015412316,0.0018884017,-0.0250305,-0.01102362,-0.007486988,-0.006378906,-0.018713469,-0.008672179,0.0076170014,-0.008098676,-0.021472035,-0.002156419,-0.011674167,-0.0034019335,-0.012497716,-0.0065768366,-0.007175653,-0.003091224,-0.010888027,-0.011994722,-0.003652491,-0.010189504,-0.0114412345,-0.01402548,-0.023391008,-0.0020533632,-0.00069426803,-0.030045863,-0.0036014298,-0.013340773,-0.013262486,-0.0124189835,-0.008672095,0.009362354,-0.0075502126,-0.007705379,-0.0010910329,-0.02866631,0.00037367851,0.009072082,-0.0052441326,-0.0064194617,-0.015365868,-0.008438567,0.005929107,-0.0062999427,-0.028031357,-0.0123126265,-0.0014017064,-0.012413854,-0.009174903,-0.006829411,-0.0101280315,-0.026289897,-0.0040190467,-0.016544854,-0.005989667,-0.017117124,-0.012109524,0.004011048,-0.006292575,0.00041241475,0.004808788,-0.0028129644,-0.016249394,0.008676126,0.004152717,0.005037727,0.011333799,-0.009600103,0.00204358,0.004923392,-0.029614197,-0.019344836,-0.00318099,-0.005361618,-0.015268838,-0.0080746105,0.009215571,0.0020927119,-0.008828429,-0.011288012,-0.007346643,0.012024936,-0.012645977,-0.0050788736,-0.0012320733,-0.0086096795,0.00085566594,-0.008538743,-0.003278205,-0.028464444,-0.010149922,-0.00028253873,-0.01747369,-0.0058699814,-0.008471203,0.0069941846,-0.013162558,-0.0028406722,-0.009249395,-0.015084161,-0.014182996,-0.0024089536,-0.011565997,0.017252129,0.019678153,-0.014502659,-0.007424777,-0.014475227,0.0021594984,0.0046889023,-0.0073558767,0.0016299322,-0.018639438,-0.019026566,-0.0026088483,-0.0050468286,-0.017142689,-0.010871842,-0.020553567,0.00025152176,-0.0052877204,-0.01589779,-0.020741299,-0.018151617,-0.015457972,0.007181879,-0.00482582,-0.036745835,-0.0063820346,-0.0035717932,-0.015598921,-0.0062105684,-0.0038563588,-0.0024623424,0.00582318,0.006166002,-0.009248846,-0.006674488,-0.025439909,-0.020087373,-0.011398358,-0.0062046903,-0.0027211423,-0.010842992,0.0103380205,-0.017788293,-0.01484174,-0.029275568,-0.007691644,0.020254562,-0.006710575,-0.016270963,-0.0032207351,-0.002305245,-0.00023582073,-0.024057647,-0.009491558,-0.030435322,-0.008078376,-0.005807706,-0.00057441345,-0.006858478,-0.00032356245,-0.0037521864
0.08483589,0.072990425,0.09599473,0.08090023,0.07996773,0.10231406,0.088493384,0.0996812,0.075739145,0.07479243,0.08182612,0.08643218,0.09968302,0.0921557,0.09007934,0.09730053,0.077417746,0.08371135,0.11589622,0.07597197,0.0757503,0.09782192,0.08447787,0.0846637,0.09819715,0.08468589,0.07684516,0.09784491,0.09339493,0.100530006,0.08326528,0.06627011,0.096293546,0.08080138,0.09000581,0.09454285,0.11217205,0.0885728,0.090305,0.07844065,0.09578925,0.07591744,0.08373247,0.07563436,0.08157076,0.10605349,0.076917134,0.06257642,0.08863809,0.07778007,0.0843932,0.07566675,0.071717635,0.08844583,0.07386099,0.06534815,0.07359979,0.09141712,0.07757493,0.0828283,0.10164629,0.086561345,0.0896158,0.084026195,0.078835875,0.08614351,0.08103512,0.08409559,0.08101002,0.089297466,0.09142611,0.08427435,0.10455499,0.071361884,0.09701803,0.07964571,0.08044991,0.08183472,0.104765505,0.08294681,0.09626038,0.09044178,0.08529278,0.08586847,0.09860033,0.078711234,0.09471909,0.07924485,0.084224805,0.10443906,0.08992011,0.09282893,0.08295417,0.09802786,0.08071259,0.065765545,0.0936671,0.08609919,0.08663267,0.10600725,0.047866885,0.05593966,0.08233314,0.07917676,0.08889739,0.07681433,0.0820077,0.09008789,0.08900535,0.08397679,0.09563237,0.06533844,0.07082564,0.09218708,0.08970605,0.10504549,0.10615059,0.07131589,0.09082628,0.07724897,0.07633983,0.08061141,0.07358877,0.09362402,0.09928086,0.09650264,0.07731918,0.105910316,0.075616166,0.07393788,0.084520444,0.07490896,0.084527135,0.096450895,0.09190655,0.08723518,0.09009603,0.06880361,0.085377224,0.10031198,0.10280005,0.072745524,0.085982375,0.10196652,0.061814062,0.08018374,0.096592315,0.09882832,0.09642212,0.08965787,0.100650765,0.06494387,0.07127974,0.081960365,0.08958607,0.08558366,0.089015685,0.047106754,0.10292374,0.089984834,0.09869619,0.08476204,0.11865909,0.097245425,0.1042968,0.09894783,0.08884026,0.08883835,0.065211676,0.08064056,0.0784721,0.08909493,0.08929476,0.08300093,0.050745174,0.07885726,0.08746533,0.07015805,0.08971785,0.08915833,0.09819999,0.09304736,0.07559255,0.10115702,0.09605155,0.104227,0.08250962,0.07107731,0.07863707,0.10285225,0.08244831,0.05414635,0.08274111,0.07532069
0.005074874,-0.010685339,0.0019154798,-0.012379891,0.0079587465,-0.021131791,-0.0020972865,0.03121338,0.009293829,0.008001339,-0.01054951,0.005855425,0.013471934,0.007630108,0.008287019,-0.006279919,0.0027857537,-0.0011720363,0.005265966,-0.0013635855,0.014870325,0.009184697,0.00096775027,-0.0024968477,-0.0009319356,0.020934071,-0.0062678047,0.008459951,0.00018330375,-0.019866178,0.017391369,0.0136208,0.008771027,-0.011069247,-0.0039050118,0.0072524706,0.0037848346,0.020573892,-0.0048351376,-0.013491142,0.025872335,0.0044911546,0.016188001,0.0059541375,0.0030655295,0.053856015,0.00510695,0.006798138,-0.0058091376,0.009947482,0.010975834,0.010599146,-0.008165913,-0.0061020446,0.0044479654,0.0006222497,0.009779533,0.014998727,0.010419869,0.02037879,0.012117291,0.014327733,0.006602669,0.0011264024,0.0096705705,0.0067088194,0.009321429,0.012748442,0.0057003596,0.00034953214,-0.002189851,0.016729672,0.00857819,0.001575282,0.025156638,0.0033487363,0.0016686169,-0.019352129,0.011423364,0.009765667,-0.013930704,0.021631205,0.046656225,-0.0011367103,0.016875958,0.02947404,0.0036124205,0.037679207,0.005810162,0.014040233,0.0012567965,0.007723317,0.0008888907,-0.0078634685,0.009459848,0.015632113,0.01249669,0.0037091833,0.016779894,0.01319199,-0.02566968,-0.030500254,0.0027679894,0.004650508,0.010035491,0.007535331,0.012955526,0.0046807965,-0.013827224,0.0034358222,0.011084199,0.003215092,0.020324847,0.0058663916,0.016840007,-0.004183228,0.0060094595,0.013774457,0.0031874394,-0.012483004,0.00564858,0.008756646,0.023268845,0.012637573,-0.008952082,0.008945479,0.010444602,0.007569842,-0.0026598359,-0.00072668394,0.0131020835,0.007772841,0.011357951,-0.01666114,-0.012072556,-0.00947273,0.0074150264,0.017292663,0.018995635,-0.018448561,0.008476562,0.008082369,0.0041067773,0.021226661,-0.002608687,0.009942727,0.0083119925,0.012245188,0.0004737008,0.0019851392,0.012499075,0.0063328044,-0.0017563797,0.0134957945,0.021428898,0.0061323517,0.004211819,-0.002676758,0.0019784032,0.012744693,-0.009060203,0.033712182,0.0066257017,0.0039783157,0.004619892,0.005607701,0.0073856176,0.0021302926,0.03111536,-0.01955846,0.019655297,0.0007714536,-0.0056652324,0.025965594,0.015400596,0.01619101,0.0046395794,-0.010251414,0.005877956,-0.013756072,0.0075535164,-0.0042807497,-0.018201012,0.00011736496,0.017402282,0.033724908,0.0027015605,-0.013663642,-0.0016242556,0.0049351207,0.0011962443,-0.004913277,-0.002055616,0.005840046
0.009140716,-0.011103721,0.0007067782,0.022598924,0.005002491,0.030079665,-0.016449979,0.013654454,0.017009523,0.008186582,0.028286472,0.008332867,0.020259792,0.0063807284,0.0022610906,0.019233417,0.010242362,0.024504619,-0.008739473,0.013158066,0.0055028596,0.023437593,0.006795338,0.0074690897,0.014333816,0.005790357,-0.004816341,0.012649949,0.0049060616,0.019746838,0.015141807,0.023242515,0.025194526,0.0155396,0.017210308,0.011939132,0.02157192,0.011880328,-0.00061072235,0.01489909,0.02123388,0.00039716388,0.0032522061,-0.00036146256,0.004142535,-0.020695478,0.011888459,0.011071298,-0.0040514483,0.0061247437,0.007360894,0.0028875777,-0.0010142468,0.012802007,0.007003804,-0.016211726,0.014522329,0.02005431,0.0039648376,0.013993783,0.023000067,0.026336892,0.010813198,0.023022963,0.019615876,0.015098252,0.004614333,0.009274352,0.012138548,0.010381233,0.02649351,0.006128903,0.00774783,0.011847447,0.007442999,0.013833312,0.00806475,0.015136949,0.01557898,0.023834223,0.02856039,0.0060944487,0.011571037,0.0060415864,0.016189344,0.026062923,0.02400195,0.018674418,0.0141153205,0.025487453,0.007219606,0.017552286,0.004978574,0.013512947,-0.004869735,0.0015966424,0.010851801,0.020013522,0.021099178,0.012605325,-0.0044152695,-0.005121582,0.019185215,0.005597042,0.0062414026,0.010658757,0.01994006,0.008697788,0.022316542,0.019175578,0.022888288,0.004999553,0.0029637844,-0.002225781,0.0075679393,-0.009054693,0.0015546497,-0.004015267,0.018726792,-0.0016654892,0.015720716,0.023424244,-0.0047304165,0.0036715306,0.02395745,0.016606309,0.00065319624,0.010504195,0.0059818146,0.009660862,0.010429754,0.009357196,0.0068372735,0.025979426,0.023329562,0.015020119,0.021423152,0.0070193633,0.017552009,0.021860443,0.00877724,0.010915245,-0.018217608,0.0015798787,0.013458041,0.008851787,0.014164792,-0.003622738,-0.0037645153,-0.0014548852,0.0045825895,0.008742805,-0.0031553472,0.021539073,0.0077686445,0.029386664,0.0114432955,-0.027314318,0.003873664,0.009386072,0.025755726,0.018377736,0.019580128,0.016234443,0.012522893,0.012340259,0.01088403,0.00906141,-0.0071489713,0.009453999,0.008058196,0.000114742434,0.012054034,0.011508122,-0.0037799438,0.009323438,0.006295162,-0.013606011,0.01588439,0.025623841,0.013436104,0.013774903,0.02591568,0.0075841276,0.024657566,0.012300283,0.010858953,-0.01054487,0.004428682,0.01939922,0.019146478,0.0011459223,0.0058581973,0.011368993
0.014266677,-0.024397999,-0.005867944,-0.004809301,-0.0021782992,-0.028716357,0.0021794154,-0.0067351917,-0.000908836,-0.007266002,-0.0035144696,-0.013509044,-0.018770944,0.0037392713,0.00618293,-0.0074077365,-0.0027890294,-0.00622845,-0.014652108,-0.014370094,0.016052376,0.010816908,0.00294082,0.0027803401,-0.0062051914,-0.014117217,-0.0012721774,-0.013713703,-0.015100097,-0.011036485,-0.007642397,0.0036760992,0.008178218,-0.00376153,-0.0005350482,-0.0033208649,-0.033714283,-0.007235724,-0.024262724,-0.005088694,0.0018075801,0.010589945,-0.012982285,-0.002016905,0.0001591517,-0.03959597,0.0069408827,-0.0022920517,0.0058923718,-0.009589956,-0.0013532714,-0.0020520755,-0.014049621,0.0013490384,0.012635504,-0.024640057,0.004284666,-0.015208342,-0.0085378485,-0.014690451,0.0068247025,-0.02732675,-0.012052678,-0.013637614,-0.015106886,0.022629566,-0.005027134,3.878174e-05,-0.0074192113,-0.0027626064,-0.02093496,-0.0025908637,-0.0034642473,-0.001014232,-0.011354643,0.0009916637,-0.0035696267,0.0010327217,-0.018879075,-0.0075438716,-0.03298373,-0.027595837,-0.014251453,0.0037019795,-0.019681726,0.01054679,-0.0034849397,-0.010078094,0.008824385,0.005623685,0.0014074736,-0.0067994692,-0.0066534076,-0.0071381843,-0.0036281345,0.007670935,-0.0036931664,0.0013422638,-0.01834402,-0.002830405,-0.007672225,0.0033372226,-0.0004637715,-2.8460403e-05,-0.011116565,-0.0055174446,0.008868847,0.0009888797,-0.015554077,-0.0070372433,0.007238016,0.010966053,0.010843523,-0.010189114,-0.016608467,-0.007516098,-0.005842703,-0.011705081,0.0036493468,-0.03103696,-0.0048682084,-0.002401253,0.001960322,-0.005758705,-0.013662683,-0.0069192154,0.014938027,-0.018020405,-0.0077802436,-0.007152602,0.013958275,0.009928542,-0.011689384,-0.012127172,-0.011371753,0.0053030825,-0.009906454,0.013383507,-0.019095289,-0.0152052045,0.01363144,-0.014049821,0.0021372547,-0.027860118,0.002756686,-0.010107308,0.0014613265,-0.0020914925,-0.0057790577,-0.016812589,0.00066940265,0.0020869365,-0.005235877,-0.0028924472,-0.007376603,-0.020044008,0.0011025423,-0.009365107,0.0011793617,-0.009567567,-0.015127763,-0.015874365,-0.037992112,-0.007897409,-0.007935183,-0.009296975,-0.006199464,-0.0032506832,-0.00090685725,-0.009751545,-0.008945456,0.0036283075,-0.016119314,-0.003009676,0.013470184,-0.008883519,-0.0064483015,-0.025979163,-0.00083906524,-0.003775944,0.0025211908,-0.01068008,-0.005608869,0.0009854446,0.018328067,-0.020604372,-0.020810403,-0.016735341,-0.0018943934,-0.0081670005,-0.012096434,-0.0048181047,-0.010574875,0.0008442243
