ancient,exercise,musical,surprise,lust,anger,sailing,meeting,feminine,prison,irritability,writing,computer,economics,banking,car,violence,restaurant,children,hiking,shopping,anonymity,politics,ugliness,disappointment,school,speaking,fashion,home,deception,hate,fear,payment,college,social_media,competing,suffering,optimism,dispute,royalty,leader,business,strength,cooking,worship,dance,monster,love,ship,politeness,zest,night,pain,money,medieval,hearing,warmth,shape_and_size,sports,negative_emotion,beauty,plant,liquid,exotic,health,rural,vacation,journalism,vehicle,domestic_work,wedding,dominant_personality,nervousness,magic,fun,sadness,play,clothing,order,urban,emotional,breaking,hygiene,friends,rage,listen,cold,eating,internet,crime,toy,gain,ridicule,party,ocean,religion,sleep,aggression,tool,youth,anticipation,occupation,sexual,attractive,confusion,sympathy,leisure,furniture,blue_collar_job,office,military,fabric,beach,swearing_terms,legend,appearance,air_travel,traveling,family,trust,independence,art,divine,horror,exasperation,science,achievement,law,real_estate,shame,contentment,power,weapon,disgust,animal,injury,fire,death,positive_emotion,technology,messaging,heroic,poor,sound,swimming,celebration,driving,work,joy,weather,giving,phone,weakness,affection,communication,hipster,superhero,kill,music,government,wealthy,neglect,healing,negotiate,stealing,cleaning,torment,timidity,help,medical_emergency,smell,pride,white_collar_job,childish,morning,water,war,reading,farming,movement,masculine,dominant_heirarchical,pet,terrorism,noise,body,programming,valuable,fight,cheerfulness,tourism,philosophy,envy,alcohol
-0.0029402468,-0.0125689525,-0.00062700413,0.0017202012,-0.0010418197,0.0047733635,-0.010223629,0.0067880503,0.0039988765,2.0165873e-05,-0.0075862645,0.01836569,0.0067150467,0.0042358213,0.0044710375,0.0040822434,0.007808192,0.0034672483,0.00077718147,0.00059369317,0.0032014176,0.008152014,0.0020667955,-0.005932408,0.0038599242,0.003367422,0.0024524832,0.0024169597,5.395282e-05,0.0031716393,0.0044711432,0.0092343595,0.009864882,-0.00044193142,0.005325751,-0.002811977,0.007190586,0.0038403755,0.0049828715,0.011008397,0.011274734,0.0043763346,0.0067750984,0.007715484,0.008734472,-0.0063748844,0.015914645,-0.0005927015,-0.0072887773,0.005089968,-0.005224455,0.0006812803,0.0067094606,0.009221653,0.0057069566,0.0030815944,-0.00017331379,-0.005354579,-0.011117979,0.0072728284,-0.0009482172,0.010536249,0.0057876315,-0.00045405855,0.0008292287,-0.004334434,-0.0050783926,0.021390745,0.0023526847,0.0013334058,0.003055482,0.0024177365,0.008165672,0.012514418,-0.0010468757,-0.0002992429,-0.0015782823,0.0037215124,0.016112883,-0.0020744388,0.0045273695,-0.007226318,-0.00011561115,0.0066916337,0.0019278944,-0.00031270686,-0.004115204,0.010372499,0.007653312,0.0117600225,-0.0029704387,0.0062031066,-0.005193004,0.00020315406,-0.008210337,0.010139107,0.0043117395,0.009364675,0.018870372,-0.005463172,0.003332049,0.0029145658,0.0056529148,0.007957627,0.015061398,0.016038952,-0.00036649368,0.005509441,-0.0011392342,0.008418517,0.008468071,-0.00012141334,-0.012594153,0.005617548,0.013891573,0.0021515235,0.0043739257,-0.0012244222,0.007472032,0.008027923,0.013479234,0.002695964,0.011975428,0.004912244,-0.0053772363,0.0067567253,0.0023076842,0.009868105,0.0013162494,-0.0039278124,-0.0055981935,0.010615083,0.01566142,0.0009150179,0.007187841,0.007908861,-0.010817486,0.016813574,0.0055179293,0.007970074,0.004791938,0.006057629,0.005204563,-0.00041006596,-0.007082398,-0.0017352279,0.0053352294,0.008074522,0.0015090243,-0.0020960935,0.005123313,-0.0037157924,0.004520564,0.00095674157,0.0025383774,-0.0053667277,-0.0036841275,0.018593244,0.00047847824,0.009051636,0.0027836014,0.00022360729,0.003605988,0.0039877077,0.0057722125,-0.0038406868,0.0066258376,0.015952798,0.006342547,0.0041011125,0.013551858,0.0046092076,0.006474896,0.003705394,-0.008279334,-0.010687985,0.014068321,0.021565387,0.0015589097,-0.009425163,0.011603129,0.013592439,0.0012508754,0.014565736,-0.0061347503,-0.00040854543,0.012273837,0.003195815,0.011132582,-0.0015038148,-0.010385914,0.008410892,-0.003378124,0.006323716
0.030098839,-0.009166786,0.016238747,0.021690456,0.01659059,0.034120843,0.028615495,0.026108105,0.021253997,0.036862686,0.024538562,0.010894499,0.023511233,0.037621975,0.034354303,0.036867004,0.03258256,0.025223013,0.030518772,0.026542919,0.030282415,0.011598462,0.036809135,0.026542408,0.035027385,0.029327143,0.025298677,0.03708787,0.028976994,0.030841574,0.020609045,0.031560823,0.038463358,0.02694866,0.0076717595,0.016168209,0.031267684,0.0335287,0.058452036,0.04728562,0.027858838,0.027302472,0.03843691,0.037497085,0.028256942,0.014548853,0.033378243,0.015571711,0.0370185,0.014793122,0.029694485,0.013827608,0.0143289715,0.034178775,0.05371848,0.0047810925,-2.7313363e-05,0.03423045,0.008213457,0.016239421,0.019164989,0.029232923,0.014487717,0.03493212,0.012557366,0.04604729,0.03540963,0.025578491,0.039169718,0.011568643,0.035941854,0.029845754,0.027631532,0.028581385,0.00066437025,0.028776823,0.004565574,0.023567159,0.020536508,0.020751458,0.013489897,0.026488513,-0.0090312455,0.024691893,0.031912554,-0.0010132279,0.010055896,0.040102653,0.027391512,0.031852018,0.0065511363,0.04022589,0.024741877,0.025238361,0.02493097,0.026348084,0.0052110576,0.023670234,0.0063964343,0.024536164,0.029186739,0.022473097,0.012250668,0.02080818,0.010723536,0.013614988,0.0136028435,0.016335687,0.02502049,0.020082623,0.032258965,-0.00094450894,0.023983886,0.014829106,0.044647545,0.026320267,0.034086533,0.038951825,0.033846043,0.03975159,0.042436544,0.02121062,0.022516157,0.013636681,0.0308752,0.03906992,0.02911436,0.036009666,0.048828952,0.021729253,0.013447421,0.035845745,0.0049531846,0.033980995,0.03199301,0.026955556,0.010880374,0.032484937,0.033180967,0.021045528,0.012348659,0.030111209,0.043960944,-0.014503698,0.003474966,0.027699431,0.03448798,0.027376207,0.026129337,0.0053598084,0.03273511,0.005436805,0.022574103,0.0077596945,0.01373872,0.043744594,0.03625453,0.038794305,0.017781528,0.03696234,0.041217286,0.025449114,0.03401542,0.0430637,0.037795074,-0.015430169,0.035934497,0.009872616,0.031063424,0.017956845,0.033509318,0.032148015,0.027692715,0.026321445,0.01308541,0.0076252418,0.033168897,0.033895634,0.057458773,0.001545317,0.049201153,0.03396843,0.017170133,0.038309127,-0.01349842,-0.0017539947,0.029358383,0.04235563,0.03323813,0.024591899,0.031173369,0.039348822,0.037185315,0.03501456
-0.0039826385,-0.01012903,-0.0037103947,-0.010645591,-0.00597694,-0.008109596,-0.017303877,-0.006503755,-0.010915579,-0.0069204075,0.0041857497,-0.000621611,-0.0024729508,-0.004620409,-0.00038575826,-0.002940862,-0.0055672303,-0.0033628722,-0.0022355004,-0.00854363,-0.0059950915,0.0156044485,-0.003535742,-0.0074493885,-0.0076176208,-0.0075184195,-0.008388651,-0.011323198,-0.0067472747,-0.008063305,-0.007890883,-0.0069875494,-0.0034093128,-0.0065981047,-0.0025111504,-0.004038774,-0.0051958715,-0.005778643,-0.0049209273,-0.0015587757,-0.0032150599,-0.004238001,-0.0045046783,-0.0055334307,-0.005185927,-0.0031542315,-0.0031602622,-0.00913902,-0.016631803,-0.0063405647,-0.010247689,-0.001923571,-0.004197426,-0.0018433583,-0.0041950764,6.807558e-05,-0.009752378,-0.00012297745,-0.0056636585,-0.0049812854,-0.008747599,-0.0052410983,-0.00830974,-0.00968054,-0.005998038,-0.002800814,-0.007866489,0.0017506882,-0.003233578,-0.008235076,-0.007711625,0.003278782,-0.0034870605,-0.010050938,-0.0076647066,-0.005104008,-0.0092005385,-0.009464136,-0.006297492,-0.004436749,-0.0061227907,-0.0061488636,-0.006367466,-0.006742231,-0.004572678,-0.0024528173,-0.004115335,-0.005374553,-0.0043846024,-0.0042986474,-0.005129562,-0.004050495,-0.008696021,-0.004492248,-0.016792933,-0.0042615915,-0.0023778907,-0.0034783995,0.00028238585,-0.00063952943,-0.008817981,-0.0041839313,-0.010286939,-0.008519847,-0.013003298,-0.0042925077,-0.008191791,-0.006913644,-0.0056974036,-0.0040509566,-0.0049931346,-0.005336218,-0.015872153,0.00013192337,-0.005416963,-0.005051563,-0.0045554927,-0.0051853056,-0.0033886337,-0.0056346375,-0.0033234523,-0.008249555,-0.007235485,-0.0053894105,-0.002671627,-0.007724389,-0.00537124,-0.0020138547,-0.004735246,-0.004792096,-0.0104318615,-0.003034974,0.00676905,-0.0056167287,-0.0033487515,-0.006851966,-0.0054859743,-0.0023403184,-0.007881753,-0.0038930646,-0.001495338,-0.002831914,-0.0009927067,-1.4198089e-05,-0.013879639,-0.0030498544,-9.565024e-05,-0.004988297,-0.009580457,-0.005302033,-0.004581657,-0.009215284,-0.0030955214,-0.008929257,-0.0057019,-0.0047343923,0.0051572905,0.0020559803,-0.0038221995,-0.003036907,-0.0039559565,-0.009027604,-0.009116186,-0.007034152,-0.00074497005,-0.008655062,-0.002782924,-0.008824551,-0.005991045,-0.0070550893,-0.021258108,-0.005837819,-0.0068406174,-0.0046961308,-0.0069534704,-0.019302193,-0.00111496,-0.0034151913,-0.0031982616,-0.00814578,-0.00024895868,0.0019653542,-0.012005636,0.0023811013,-2.6060286e-06,-0.007387308,-0.0014274137,-0.005276285,-0.0016518147,-0.00722386,-0.009787163,-0.0035535072,-0.009729535,-0.002624901
0.00043879612,0.0017031849,0.00023038541,0.0050486866,0.00058967696,0.0050267507,-0.021651639,0.0038674234,-0.0022863166,-0.0014688662,0.007454198,0.0012279104,0.009225299,0.0049556675,0.0072909547,0.0064162817,0.005078615,-0.0024382412,-0.002154726,0.0041126227,-0.0011610482,0.015170157,-0.002684388,0.011265191,0.007049267,-0.0014562416,0.004385447,0.0044167344,-0.006443791,0.0070746746,0.0013401643,0.002766968,0.001541104,-0.001967604,0.0117245745,0.010019455,0.002775555,-0.0017465989,0.0043278807,-0.0011450115,-0.0062779225,-0.0043204613,0.001551795,-0.009956282,-0.002380099,0.0024764077,-0.0020792978,-0.0029844134,-0.030664867,0.0037209522,-0.0029417775,-0.010272561,0.0042150365,0.0035025075,0.001154657,0.0016368908,0.009799933,0.009188639,0.015140305,0.006154472,0.0018531673,-0.001224994,-0.021256771,-0.0038335852,0.000671511,-0.0009183029,-0.0054551233,-0.0030651775,-0.0009249296,-0.005248807,0.0023871795,0.009136291,0.004095472,-0.006207033,-0.00053819484,0.002610683,0.012950885,0.0059643057,-0.0023137731,2.0768866e-05,0.0061968695,0.00938649,-0.0046121227,-0.0022359816,0.0029376058,0.0006286649,0.011253071,-0.012704086,0.006948391,0.0030796942,0.0059804865,0.0009959344,0.010270729,0.0021864132,-0.025312489,-0.00086007896,-0.01677943,9.93969e-05,0.013199523,-0.0004652942,-0.0038323156,-0.0013120021,0.0041461242,-0.0010508501,0.020081356,0.00179027,0.0008471795,-0.0024452873,0.0012375466,0.008230897,-0.010838382,-0.0027057074,-0.021284027,0.0011101373,-0.006823125,-0.000609758,0.0025423106,0.0032307196,-0.0021876197,0.00041704715,-0.005631147,0.00380206,-0.0043811123,0.0067089675,0.012456248,0.00058941665,0.0036893678,-0.0002633115,-0.0044524474,0.0081675,-0.00037976378,-0.0048921206,-0.0019392408,0.007083072,-0.009297707,0.0043672286,0.004464457,-0.0062425076,-0.004470969,0.0064618834,0.0072953813,-0.0034190244,-0.0013266319,-0.00019851323,-0.014894781,0.00078332337,0.004971256,0.0019468605,-0.0036048435,0.008945796,0.0034697743,0.013038563,0.00684878,-0.001901346,0.0050119883,9.386319e-05,0.016115084,-0.0005849648,-0.0024959992,-0.0003024558,0.0011605719,-0.0013449467,0.003843412,0.0062129484,0.0024406288,-0.009371217,-0.000102303704,-0.0012654307,0.0043571736,0.0017704079,-0.0076956134,-0.0036510665,-0.0046237903,-0.00047849602,-0.017418366,-0.023332661,-0.0037708848,-0.0043250173,-0.0020079068,0.0062141474,0.003218957,-0.0061066435,0.003358547,-2.323769e-05,-0.00030669,-0.007545946,0.009374369,0.0028701322,0.00020754889,-0.005491216,-0.008056435,-0.002286321,-0.0004704877,-0.02295953
-0.01837907,-0.009462995,-0.010043759,-0.014584094,-0.010574553,-0.009939676,-0.01691676,-0.02332627,-0.0133066485,-0.010263435,-0.015047344,-0.03133583,-0.012436754,-0.011068836,-0.01154229,-0.010425517,-0.008718142,-0.013152921,-0.010258795,-0.014533435,-0.008143987,-0.0020087126,-0.007063609,0.005703525,-0.013619446,-0.004355443,-0.020030119,-0.014260576,-0.012628806,-0.0106709115,-0.013356325,-0.010185363,-0.011076677,-0.002999088,-0.01081967,-0.0030531024,-0.011375459,-0.011864924,-0.0075096544,-0.015307717,-0.003055587,-0.010908104,-0.011299919,-0.00590131,-0.008567692,-0.008933699,-0.002253776,-0.010462193,-0.020982534,-0.010875493,-0.008903131,-0.022159267,-0.0035235805,-0.012921438,-0.016099066,-0.011945377,-0.011298898,-0.01529794,-0.00088697195,-0.011506804,-0.011312895,-0.01675345,-0.020101639,-0.01315518,-0.0052526603,-0.017353466,-0.013988829,-0.02696949,-0.017482676,-0.018027224,-0.022808105,-0.0026916566,-0.016090345,-0.005245289,-0.0019159352,-0.013444339,-0.0028365185,-0.017263405,-0.008234172,-0.012474154,-0.01676383,-0.0115770595,-0.016245632,-0.016006624,-0.014437126,-0.007936718,0.0039138566,-0.0070558083,-0.012682963,-0.012770296,-0.007234354,-0.011661838,-0.0072498135,-0.019559994,-0.016897645,-0.009212252,-0.019694448,-0.011183262,-0.02104829,-0.0058050174,-0.018124243,-0.012775441,-0.00828065,-0.009307127,-0.018199483,-0.017383248,-0.018920576,-0.012330546,-0.016041787,-0.014601786,-0.0068252813,-0.02856425,-0.018445145,-0.0009466918,-0.0070422697,-0.01219196,-0.0055765277,-0.011479267,-0.019091386,-0.01660613,-0.0035944127,-0.008872013,-0.0081058545,-0.0073188236,-0.01761186,-0.0019367135,-0.0075178314,-0.008809226,-0.01751334,-0.008033302,-0.0041507264,-0.008256678,-0.01966932,-0.017943092,-0.025078943,-0.009849447,-0.008265176,-0.0034215027,-0.011464429,-0.008414971,-0.019920902,-0.0095966365,-0.008263724,-0.0057204026,-0.010065644,-0.019756582,-0.015191723,-0.01238775,-0.007104349,-0.0038240387,-0.012312406,-0.016658254,-0.007606046,-0.011410033,-0.023911014,-0.0050336444,-0.008424921,-0.011683076,-0.010099093,-0.0063030687,-0.009823111,-0.008765967,0.00090836204,-0.012982039,-0.018277036,-0.012862132,-0.01039692,-0.016748138,-0.01731535,-0.0028754822,-0.010965013,-0.012226349,-0.009806663,-0.007318457,-0.017673906,-0.01675557,-0.013210963,-0.028116295,-0.018738063,-0.01240909,-0.00624977,-0.0044252826,-0.02406855,-0.0065514697,-0.0028923354,-0.0136585,-0.0077484213,-0.0077439602,-0.013282138,-0.00933223,-0.012008262,-0.0036663644,-0.014712515,-0.02300577
0.012191939,-0.0015164812,-7.876456e-05,0.018633759,0.01781976,0.010504617,-0.0016294108,0.011580775,0.005899929,0.01339052,0.007435335,0.006600049,0.015234818,0.013152886,0.015320349,0.011041908,0.020597165,0.016534925,0.011439164,0.0026814612,0.013681281,-0.00014457991,0.011913091,0.026413212,0.010229271,0.011290467,0.004266358,0.0002614527,0.015375539,0.010593476,0.024676258,0.012921943,0.015434115,0.011328286,0.014634365,0.0038672192,0.013189395,0.017240351,0.008336547,0.0043256967,0.016932854,0.015125372,0.010044633,0.011124532,0.024760736,0.0045881914,0.0076439227,0.015089332,0.0011063329,0.015645582,0.014102125,0.005823091,0.021021299,0.015389681,-0.0035031277,0.010463726,0.015467832,-0.0021388775,-0.00020787546,0.022234354,0.018075619,-0.004278286,0.012934961,0.0045652664,0.021189239,-0.0045985077,0.0033249308,0.010309234,0.010159679,0.0135002555,0.0058869915,0.0038339992,0.013049279,0.008459878,0.01110605,0.015559676,0.0007863433,0.0031386255,0.0119254505,0.008941014,0.017865384,0.012515954,0.0046383273,0.011199492,0.014144104,0.0104650855,0.031413674,0.013389903,0.0108547555,0.014091473,0.0039601475,0.010601123,0.021417568,0.012124076,-0.006927998,0.022151977,0.011542815,0.018912558,0.005254724,0.01382459,0.009121327,0.014253212,0.030066727,0.024324944,0.02893828,0.017208267,-0.00083036924,0.01673364,0.012820395,0.013775728,0.012181599,-0.0015430338,-0.002049691,0.040895052,0.006818158,0.014446805,0.012003425,0.0074322154,0.012681371,0.007698344,0.01495673,0.014293054,0.029040711,0.018063795,0.014004547,0.012321018,0.0062752184,0.009997114,0.010589021,0.020949204,0.019699024,0.014643753,0.008468614,0.0150558185,0.017617222,0.014980088,0.020892771,0.019710058,0.0133820055,0.010861254,0.0052904612,0.010090098,0.010593443,0.019544115,-0.0025367849,0.008006587,0.009209922,0.014059201,0.01627443,0.019596392,0.017340852,0.0024484794,0.0065990738,0.018889163,0.0017659722,0.004973529,0.007915289,0.014738673,0.00020847519,0.012121643,0.01374832,0.019181522,0.02054638,0.013481916,0.008316144,0.010113939,0.01901792,0.024420492,0.015775248,0.012133622,0.026008338,0.01235635,0.010188654,0.010105989,0.0048673195,-0.0045587705,0.008915594,0.008510879,-0.0014982945,0.0068503353,0.014271842,0.012230416,0.017055018,0.01082743,0.019966928,0.010647091,0.012915454,0.013421695,0.0101522105,0.015914429,0.0036012058,0.013272743,0.0106389215,0.018175112
-0.02766969,-0.039846838,-0.023876257,-0.04586915,-0.033150256,-0.0286422,-0.022102518,-0.024788802,-0.028426459,-0.026570525,-0.01717066,-0.0039561256,-0.012045679,-0.019926507,-0.014753765,-0.028179131,-0.019953243,-0.034306124,-0.022538533,-0.026278391,-0.029372036,0.0028779097,-0.029038966,-0.064351045,-0.022684833,-0.037286114,-0.025265554,-0.02874932,-0.03620677,-0.024193468,-0.045421187,-0.014209746,-0.021436883,-0.04026442,-0.009570458,-0.04433551,-0.03143966,-0.039052375,-0.0361016,-0.035449058,-0.031662583,-0.024104489,-0.03519592,-0.043218896,-0.03712106,-0.03403114,-0.044956535,-0.049704086,-0.018325122,-0.041671883,-0.06275718,-0.044724625,-0.030019868,-0.021132175,-0.03185311,-0.02947768,-0.03656085,-0.014202288,-0.040400825,-0.023870056,-0.047584973,-0.031698395,-0.040429316,-0.033313584,-0.0408164,-0.026295042,-0.025691524,0.0034390136,-0.028195452,-0.03539479,-0.032119032,-0.029093275,-0.019969631,-0.04966741,-0.033438522,-0.031981844,-0.025821997,-0.024195688,-0.028271776,-0.022154294,-0.014674454,-0.031084348,-0.042952724,-0.029292675,-0.020549888,-0.035398815,-0.04240138,-0.049120933,-0.006330782,-0.025016123,-0.026316522,-0.032544807,-0.017047953,-0.03222406,-0.023591766,-0.03962995,-0.032470483,-0.022473807,-0.016033173,-0.020273767,-0.03637228,-0.028610727,-0.03164988,-0.03126193,-0.012978658,-0.038510576,-0.033852644,-0.03871575,-0.019765584,-0.012752227,-0.03918169,-0.032363445,-0.023762498,-0.021841537,-0.04523938,-0.024683516,-0.027593492,-0.02718904,-0.025563724,-0.03686084,-0.027329082,-0.025252845,-0.03631911,-0.025367314,-0.023955746,-0.021608748,-0.052036047,-0.024593947,-0.02899218,-0.030715192,-0.056103114,-0.028458344,-0.021765968,-0.021748815,-0.03055182,-0.027760107,-0.045463245,-0.044207472,-0.044283926,-0.008862027,-0.016033757,-0.044222713,-0.030378217,-0.046913274,-0.026942011,-0.029420264,-0.028999062,-0.015319724,-0.05449327,-0.045640104,-0.03827328,-0.02315393,-0.024527704,-0.047205284,-0.020271448,-0.020707257,-0.03394428,-0.0340526,-0.0263288,-0.021550573,-0.023660177,-0.039842162,-0.03508104,-0.020642385,-0.013474434,-0.044511378,-0.035690863,-0.014080938,-0.024210053,-0.035097513,-0.054043498,-0.05088893,-0.038684048,-0.039043654,-0.03977524,-0.031211969,-0.0286861,-0.0075056916,-0.033114716,-0.049838897,-0.03185149,-0.027665978,-0.017210688,-0.031786054,-0.054113656,-0.033677924,-0.017824648,-0.022407444,-0.03236561,-0.058021963,-0.03257225,-0.021881523,-0.03340554,-0.037912548
0.020639082,0.014076357,-0.0021262425,0.0014104896,0.0020267526,0.008637015,-0.002926437,0.00926054,0.0062211715,0.009020025,0.007703639,0.010055134,0.0067620734,0.010419965,0.013945727,0.0029237217,0.005167951,0.009537494,0.007933275,0.0062150587,0.004836505,0.0029913401,0.0048892163,0.015885243,0.0049363165,-0.0020988286,0.0066695563,0.0131613435,0.00091470924,0.0046204566,0.0035373848,0.0051720254,0.014342393,-0.0023028164,0.01525868,0.0033932752,0.005768022,-0.002753718,0.014286511,0.009297408,0.005561125,0.013887674,0.004781912,0.011237541,0.0068964516,0.004942261,0.016547412,0.0018182474,-0.0024077243,0.002580107,-0.0013021785,0.011478876,0.007171161,0.015897678,0.018796964,-0.0009755878,0.0095270015,0.010319988,0.0010938131,0.0051624365,0.011575983,0.0034294762,0.001923737,0.00019068037,0.010326318,0.0020519113,-0.00023311208,0.011035864,0.0017292503,0.010828361,0.0056373454,0.014088221,0.0031750253,0.0150450785,0.0049020983,0.0020981317,0.0013017565,0.014748883,0.0013317504,0.002865129,0.008792872,0.0142751215,0.013846715,0.0036464771,0.0066290293,-0.00025757562,0.005817309,0.015845561,0.008291187,0.0058499626,0.0010509916,0.008410131,0.0057353764,0.0037992208,-0.0012962508,0.005361985,0.02281419,0.016010536,0.006950812,0.004278057,0.0021140347,0.008501466,0.009579999,0.00352976,-0.0017681819,-0.003486808,0.007393741,0.009159949,0.01815275,0.008117859,0.0047768867,0.010503851,-0.0012589842,0.007706107,0.013199146,0.008067186,0.0019932764,0.0031043089,0.006285465,-0.001896752,0.018202513,0.010246322,0.002983344,0.007276764,0.006912335,-0.0013658307,-6.833001e-05,0.0053385254,0.0045332047,0.0036843,0.001677751,0.0061639277,0.00365606,0.007981657,0.0140666505,0.009814987,0.010644503,0.0069486303,-0.0030755664,0.008239335,0.013328723,0.0124725625,0.0077499277,0.0036458126,0.002826574,0.0043192306,0.0033384447,0.00644932,0.0015600405,0.0018126055,0.014530158,0.014598163,0.0052970327,0.00042685613,0.010924598,0.0032602318,0.015436065,0.011121587,-0.0017952347,0.0031669359,0.011305556,-0.000815796,0.015708737,0.013794505,0.0058720033,0.0059681972,0.0058576297,0.0020368318,0.0058075804,0.010663522,0.011927367,0.0013901239,0.005941147,0.004535897,-0.00095510355,-0.0039951354,0.0051313112,0.004972835,0.007351275,0.01017471,0.0061490145,0.005150103,0.006222414,0.002407392,0.0038239448,0.0039096987,0.0075970567,0.0123516545,0.006605785,0.0009834932,0.006598987,0.0066820816,0.0023276303,0.008679022
-0.0075535956,-0.0248174,-0.030023417,-0.015408998,-0.0059946426,-0.010440338,-0.006126972,-0.019967545,-0.029699877,-0.014401204,-0.018925473,-0.03549845,-0.011148327,-0.016039805,-0.02383201,-0.015211338,-0.0020075124,-0.0050347657,-0.010264837,-0.017290313,-0.011524702,-0.06809038,-0.017309,-0.005715452,-0.011545831,-0.014530982,-0.02169274,-0.030258605,-0.007760016,-0.0027549763,-0.0020659266,-0.023850152,-0.018246504,-0.010625624,-0.007345645,-0.02170983,-0.010770352,-0.012256988,-0.013215444,-0.018128123,-0.0100532295,-0.011527273,-0.016200254,-0.0011821928,-0.010139421,-0.030131312,-0.029053291,-0.0088158185,-0.014689216,-0.019930717,-0.015690425,-0.017849362,-0.012931584,-0.02225607,-0.009064513,-0.034904502,0.008812659,-0.009499178,-0.018368695,-0.014703137,-0.030689962,-0.009755538,0.014809853,-0.016318703,-0.009871465,-0.009950039,-0.025537753,-0.041239437,-0.016796153,-0.015322375,-0.0031712863,0.0032364673,-0.024024868,-0.026503166,-0.011526582,-0.009508359,-0.023192449,-0.008469975,-0.022318985,-0.018807007,-0.00980569,-0.023381643,-0.022362994,-0.01980842,-0.019907283,-0.025295377,0.015700782,0.004299843,-0.015342825,-0.0122201415,-0.029759403,-0.023842288,-0.00024969154,-0.006477537,-0.015629524,-0.0086755315,-0.0066234674,-0.0071237003,-0.036230896,-0.0075114034,-0.01507995,-0.015271527,-0.009980964,-0.023916684,-0.0056736786,-0.015557293,-0.020849902,-0.015198754,-0.022228867,-0.011860805,-0.01950763,-0.013514888,-0.0143682845,-0.0023376206,-0.033530038,-0.024132118,-0.012774404,-0.017712519,-0.011392656,-0.011277318,-0.020524222,-0.027238615,-0.012817476,-0.024700886,-0.014059047,-0.015978456,-0.028230105,-0.016416777,-0.015618889,-0.005947253,-0.015159491,-0.018500973,-0.030024204,-0.0013827658,-0.03236476,-0.012631816,-0.008488267,-0.0048880833,-0.012563509,-0.011710503,-0.020321602,-0.03189066,-0.02273795,-0.021452866,-0.01995585,-0.012377075,-0.022267979,-0.01779438,-0.011585733,0.003578114,-0.023700941,-0.026869334,-0.0077127283,-0.010418956,-0.027485285,-0.031881306,-0.028785497,-0.013896075,-0.03186804,-0.0137053775,-0.01612231,-0.009837331,-0.013891937,-0.022784898,-0.014854955,-0.012075133,-0.009866976,-0.029291809,-0.009140165,-0.0070253,-0.002345479,-0.012505927,-0.018694278,-0.019009864,-0.018441511,-0.005675463,-0.016308881,-0.034968127,-0.010001496,-0.0129215,-0.0018105307,-0.0062586516,-0.02913199,-0.010913584,-0.014858765,0.0006859794,-0.013560928,-0.020451767,-0.017184634,-0.013943076,-0.022268163,-0.0174954,-0.011074984,0.008157653
-0.006583802,0.009600313,0.026983304,0.004060018,0.0070343795,0.0016979426,0.0050817416,0.0061960164,0.0039411206,0.0019187176,0.00012963083,0.008807007,0.007474831,0.010343319,0.01277573,0.009703408,0.007314303,0.003544323,0.005662821,0.005414987,0.0106224725,0.0025317017,0.0009681787,-0.0040568546,0.0052687046,0.012871285,0.012108597,0.0052925837,0.004944012,0.0058197584,0.002063126,0.006798905,0.011861275,0.012589326,0.0020642045,0.009254917,0.0044615297,0.010847635,0.012123021,0.00038133957,0.0027850172,0.004981094,0.007248624,0.005906435,0.008288797,0.025163755,-0.010329862,0.008994769,0.002639387,0.006402154,0.014565035,0.0052624918,0.004806487,0.01276156,-0.0059742928,0.016653072,0.0032698582,0.006758267,0.009577094,-0.0020983978,0.0020777057,0.013714786,0.007776054,0.006369387,0.0028642146,0.009818739,0.0022957013,0.009622577,0.0077839745,0.0021841459,0.008864051,0.004771742,0.010680233,-0.0035943536,0.010637727,0.0070956023,0.009119664,0.0078099826,0.010609536,0.012003438,-0.0011093523,0.010534869,0.0008226461,0.004862883,0.0022106506,0.020128407,-0.005546692,0.005696564,0.0077202073,0.008470704,0.0089189885,0.009000711,0.0075897216,0.007938441,0.0033868423,0.0033686922,0.003274659,0.0010471253,0.0022583073,-0.0012600087,0.008467875,0.006843417,0.0044705984,0.004678107,0.002293888,0.012940269,0.008756154,-0.0010440063,0.0049434872,0.009839956,-0.00042210813,0.0042216172,0.002915063,-0.0020967128,-0.0019580391,0.0018167596,0.00950365,0.0038010548,0.007172039,0.014957627,0.001703971,0.015116119,0.0034492551,4.133232e-05,0.0028586246,0.011943961,0.012494882,0.0073447083,0.010146594,0.003388799,0.010741088,0.0056840917,-0.0017964562,0.001838618,-0.007491837,0.0057955473,0.009846871,0.0014088417,0.012852606,0.0076457644,0.00566435,-0.0012771847,0.008579643,0.016554976,0.009294237,0.009525916,0.008845632,0.008359544,0.01128328,-0.0006886139,3.8506445e-05,0.006117435,0.0023949787,0.0075796093,0.0038607672,-0.0044238153,0.00061890535,-0.00086963986,0.029820886,0.008915833,0.009425406,-0.0008945939,-0.0018380344,0.0150025515,0.013230128,0.0037585306,0.0033414075,-0.0042424654,0.0012686324,0.0061874865,0.00057861675,0.010881577,0.0057202806,0.008812309,-0.0064870017,0.005437781,0.0010218209,0.007538439,0.007856284,0.013109628,0.0129339965,-9.2965995e-05,0.0067451536,-0.0030605877,0.017571615,0.015791869,0.005168328,0.017904146,0.002775695,0.0114311315,-0.0022167873,-0.0002941416,0.004955003,0.007726413
